Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
89,PA,Moses Taylor Hospital,Scranton,178,"5,291","24,032","$1,060,564"
90,PA,Mount Nittany Medical Center,State College,260,"9,467","47,360","$1,139,584"
91,PA,Nazareth Hospital,Philadelphia,200,"6,644","33,008","$702,051"
92,PA,OSS Health Orthopaedic Hospital,York,30,"1,175","2,637","$464,025"
93,PA,Paoli Hospital,Paoli,231,"14,500","69,847","$1,903,088"
94,PA,Penn Highlands Clearfield,Clearfield,50,"1,025","3,468","$139,365"
95,PA,Penn Highlands Connellsville,Connellsville,61,934,"7,895","$68,193"
96,PA,Penn Highlands DuBois,DuBois,266,"9,215","49,401","$1,154,053"
97,PA,Penn Highlands Huntingdon,Huntingdon,71,"1,805","10,374","$138,294"
98,PA,Penn Highlands Mon Valley,Monongahela,199,"4,068","23,573","$434,212"
99,PA,Penn Presbyterian Medical Center,Philadelphia,386,"16,331","112,982","$5,459,231"
100,PA,Penn State Health Hampden Medical Center,Enola,110,"2,813","9,913","$238,967"
101,PA,Penn State Health Holy Spirit Medical Center,Camp Hill,306,"9,033","48,308","$1,329,352"
102,PA,Penn State Health Lancaster Medical Center,Lancaster,0,0,0,$0
103,PA,Penn State Health St. Joseph Medical Center,Reading,180,"6,539","32,426","$1,244,500"
104,PA,Pennsylvania Hospital,Philadelphia,474,"23,321","95,153","$3,979,675"
105,PA,Phoenixville Hospital,Phoenixville,144,"6,616","29,330","$949,266"
106,PA,Physicians Care Surgical Hospital,Royersford,12,"1,462","1,662","$161,409"
107,PA,Pittsburgh VA Medical Center-University Drive,Pittsburgh,0,0,0,$0
108,PA,Pottstown Hospital,Pottstown,213,"6,630","29,199","$951,652"
109,PA,Punxsutawney Area Hospital,Punxsutawney,44,"1,089","4,969","$119,683"
110,PA,Regional Hospital of Scranton,Scranton,178,"6,436","37,963","$1,137,219"
111,PA,Riddle Hospital,Media,209,"9,606","44,529","$1,260,931"
112,PA,Rothman Orthopaedic Specialty Hospital,Bensalem,24,"2,048","2,615","$258,132"
113,PA,Roxborough Memorial Hospital,Philadelphia,131,"2,574","11,290","$318,978"
114,PA,Saint Clair Hospital,Pittsburgh,322,"13,850","62,743","$1,471,406"
115,PA,Saint Luke's Anderson Campus,Easton,165,"15,168","50,985","$2,546,459"
116,PA,Saint Luke's Allentown Campus,Allentown,112,"4,344","20,116","$61,384"
117,PA,Saint Luke's Lehighton Campus,Lehighton,201,"3,116","14,044","$481,508"
118,PA,Saint Luke's Miners Campus,Coaldale,97,"2,523","10,032","$539,743"
119,PA,Saint Luke's Monroe Campus,Stroudsburg,98,"7,200","33,774","$1,676,911"
120,PA,Saint Luke's Quakertown Campus,Quakertown,76,"5,256","22,200","$1,067,597"
121,PA,Saint Luke's Sacred Heart Campus,Allentown,167,"1,492","21,025","$686,332"
122,PA,Saint Mary Medical Center,Langhorne,348,"17,912","84,606","$1,611,812"
123,PA,Saint Vincent Hospital,Erie,348,"11,603","60,596","$2,502,788"
124,PA,Sharon Regional Medical Center,Sharon,163,"5,659","31,741","$616,176"
125,PA,St. Luke's Easton Campus,Easton,23,"1,522","4,553","$362,530"
126,PA,St. Luke's Hospital - Carbon Campus,Lehighton,40,"4,089","15,467","$728,973"
127,PA,St. Luke's University Hospital - Bethlehem,Bethlehem,811,"32,609","172,073","$8,606,116"
128,PA,St. Luke's Upper Bucks Campus,Quakertown,0,0,0,$0
129,PA,Suburban Community Hospital,East Norriton,126,"2,071","8,748","$256,651"
130,PA,Surgical Institute of Reading,Wyomissing,15,470,776,"$191,163"
131,PA,Taylor Hospital,Ridley Park,213,"5,201","21,942","$734,060"
132,PA,Temple Health-Chestnut Hill Hospital,Philadelphia,148,"6,512","31,227","$1,023,896"
133,PA,Temple University Hospital - Episcopal Campus,Philadelphia,0,0,0,$0
134,PA,Temple University Hospital - Jeanes Campus,Philadelphia,146,"7,366","32,567","$1,844,585"
135,PA,Temple University Hospital - Main Campus,Philadelphia,879,"34,573","208,225","$13,438,627"
136,PA,Thomas Jefferson University Hospital,Philadelphia,884,"35,482","236,055","$6,854,203"
137,PA,UPMC Altoona,Altoona,368,"15,516","94,644","$2,267,671"
138,PA,UPMC Bedford,Everett,40,"1,358","5,621","$181,010"
139,PA,UPMC Carlisle,Carlisle,82,"4,485","22,563","$460,982"
140,PA,UPMC Community Osteopathic,Harrisburg,114,"4,300","22,694","$89,604"
141,PA,UPMC East,Monroeville,163,"6,443","40,245","$1,204,482"
142,PA,UPMC Hanover,Hanover,81,"5,414","24,469","$563,353"
143,PA,UPMC Harrisburg,Harrisburg,597,"32,892","183,716","$3,830,085"
144,PA,UPMC Horizon - Greenville,Greenville,105,"3,333","13,634","$835,421"
145,PA,UPMC Horizon - Shenango Valley,Farrell,0,0,0,$0
146,PA,UPMC Jameson,New Castle,146,"4,350","21,478","$433,666"
147,PA,UPMC Kane,Kane,31,353,"1,499","$69,257"
148,PA,UPMC Lititz,Lititz,46,"3,544","15,685","$343,284"
149,PA,UPMC McKeesport,McKeesport,205,"4,688","35,820","$807,558"
150,PA,UPMC Memorial,York,86,"5,257","25,603","$640,793"
151,PA,UPMC Mercy,Pittsburgh,407,"12,249","85,223","$2,216,572"
152,PA,UPMC Montefiore,Pittsburgh,0,0,0,$0
153,PA,UPMC Northwest,Seneca,172,"4,089","22,102","$591,519"
154,PA,UPMC Passavant - Cranberry,Cranberry Township,0,0,0,$0
155,PA,UPMC Passavant - McCandless,Pittsburgh,379,"12,724","74,677","$2,638,136"
156,PA,UPMC Presbyterian,Pittsburgh,"1,450","39,592","314,546","$16,407,585"
157,PA,UPMC Saint Margaret,Pittsburgh,245,"7,797","40,447","$1,623,300"
158,PA,UPMC Shadyside,Pittsburgh,433,"22,192","121,785","$1,375,973"
159,PA,UPMC Somerset,Somerset,56,"2,584","14,529","$271,942"
160,PA,UPMC West Shore,Mechanicsburg,0,0,0,$0
161,PA,UPMC Williamsport,Williamsport,255,"8,829","62,003","$2,025,336"
162,PA,VA Butler Healthcare,Butler,0,0,0,$0
163,PA,Valley Forge Medical Center and Hospital,Norristown,70,"1,617","18,198","$35,463"
164,PA,Warren General Hospital,Warren,85,"2,440","11,220","$258,574"
165,PA,Washington Health System Greene,Waynesburg,18,523,"2,038","$49,571"
166,PA,Washington Hospital,Washington,244,"7,561","34,071","$573,176"
167,PA,Wayne Memorial Hospital,Honesdale,106,"3,118","11,025","$391,411"
168,PA,WellSpan Chambersburg Hospital,Chambersburg,285,"10,610","54,980","$1,246,983"
169,PA,WellSpan Ephrata Community Hospital,Ephrata,141,"5,177","24,336","$1,005,736"
170,PA,Wellspan Gettysburg Hospital,Gettysburg,76,"4,614","21,958","$841,742"
171,PA,WellSpan Good Samaritan Hospital,Lebanon,159,"6,406","35,317","$931,266"
172,PA,Wellspan Surgery and Rehabilitation Hospital,York,73,437,"8,371","$242,755"
173,PA,Wellspan Waynesboro Hospital,Waynesboro,57,"1,690","7,663","$266,611"
174,PA,WellSpan York Hospital,York,596,"25,079","158,366","$3,792,154"
175,PA,West Penn Hospital,Pittsburgh,288,"13,783","66,434","$2,414,369"
176,PA,Wilkes-Barre General Hospital,Wilkes-Barre,218,"7,452","44,330","$1,957,259"
177,PA,Wilkes-Barre VA Medical Center,Wilkes-Barre,0,0,0,$0
178,PA,Wills Eye Hospital,Philadelphia,4,304,810,"$124,593"
179,PA,WVU Medicine Uniontown Hospital,Uniontown,145,"5,983","30,246","$301,423"
0,PR,Ashford Hospital,San Juan,173,"7,683","40,742","$93,840"
1,PR,Auxilio Mutuo Hospital of Puerto Rico,Hato Rey,500,"14,306","93,369","$401,601"
2,PR,Bayamon Medical Center,Bayamon,253,"8,584","44,862","$107,124"
3,PR,Bayamon Regional Hospital,Bayamon,140,"1,578","38,279","$11,576"
4,PR,Bella Vista Hospital,Mayaguez,183,"3,689","19,436","$68,775"
5,PR,Cardiovascular Center of Puerto Rico and the Caribbean,Rio Piedras,155,"2,814","24,498","$90,974"
6,PR,Centro Medico Episcopal San Lucas,Ponce,380,"14,862","80,711","$198,481"
7,PR,Centro Medico Menonita Cayey,Cayey,225,"11,489","63,654","$180,984"
8,PR,Doctor's Center Hospital Bayamon,Bayamon,146,"6,611","44,305","$81,191"
9,PR,Doctors Center Hospital Manati,Manati,258,"12,523","74,845","$184,988"
10,PR,Doctors Center Hospital Orlando Health - Dorado,Dorado,0,0,0,$0
11,PR,Doctors Community Hospital,San Juan,129,"4,667","27,851","$74,179"
12,PR,Doctors' Center Hospital,Manati,109,"6,375","34,158","$69,645"
13,PR,HIMA San Pablo Cupey,San Juan,58,446,"4,436","$10,852"
14,PR,HIMA-San Pablo Hospital-Caguas,Caguas,421,"10,958","78,306","$255,277"
15,PR,HIMA-San Pablo Hospital-Fajardo,Fajardo,179,"1,885","13,308","$29,867"
16,PR,HIMA-San Pablo Hospital-Humacao,Humacao,57,"1,527","10,257","$27,891"
17,PR,Hospital Damas,Ponce,175,"5,681","28,463","$84,874"
18,PR,Hospital Buen Samaritano,Aguadilla,110,"2,901","16,623","$53,261"
19,PR,Hospital Caribbean Medical Center,Fajardo,44,"3,419","15,973","$41,107"
20,PR,Hospital de la Concepcion,San German,186,"7,087","39,998","$192,919"
21,PR,Hospital Del Centro Comprensivo De Cancer,San Juan,29,"1,010","4,073","$38,906"
22,PR,Hospital El Maestro,Hato Rey,125,"2,266","13,420","$27,789"
23,PR,Hospital Episcopal San Lucas,Ponce,136,"6,051","43,313","$106,269"
24,PR,Hospital General Castaner,Castaner,0,0,0,$0
25,PR,Hospital HIMA - San Pablo Bayamon,"Urb. Santa Cruz, Bayamon",424,"9,669","63,228","$235,929"
26,PR,Hospital Menonita Aibonito,Aibonito,134,"5,579","23,572","$98,428"
27,PR,Hospital Menonita Caguas,Caguas,229,"9,204","57,496","$128,701"
28,PR,Hospital Menonita Guayama,Guayama,133,"6,293","27,479","$69,625"
29,PR,Hospital Menonita Humacao,Humacao,71,"3,462","18,871","$41,650"
30,PR,Hospital Menonita Ponce,Coto Laurel,150,"4,300","30,102","$51,386"
31,PR,Hospital Metropolitano De La Montana,Utuado,37,11,39,"$15,825"
32,PR,Hospital Metropolitano Dr. Pila,Ponce,107,"3,402","18,023","$70,910"
33,PR,Hospital Metropolitano Dr. Susoni,Arecibo,119,"5,157","26,856","$83,068"
34,PR,Hospital Metropolitano San German,San German,63,"2,800","13,502","$37,744"
35,PR,"Hospital Metropolitano, Guaynabo",Rio Piedras,132,"3,274","18,522","$77,500"
36,PR,Hospital Oncologico Dr. Isaac Gonzalez Martinez,Rio Piedras,64,"1,328","7,941","$28,301"
37,PR,Hospital Pavia Arecibo,Arecibo,165,"7,631","41,515","$99,687"
38,PR,Hospital Pavia de Hato Rey,Hato Rey,160,"2,425","12,522","$67,964"
39,PR,Hospital Pavia Santurce,San Juan,176,"6,904","42,816","$258,474"
40,PR,"Hospital Perea, Mayaguez",Mayaguez,123,"5,297","28,316","$81,054"
41,PR,Hospital San Antonio,Mayaguez,0,0,0,$0
42,PR,Hospital San Carlos Borromeo,Moca,106,"2,868","14,340","$36,179"
43,PR,Hospital San Francisco,San Juan,136,"3,654","24,530","$76,290"
44,PR,Manati Medical Center,Manati,266,"13,339","67,607","$225,769"
45,PR,Mayaguez Medical Center,Mayaguez,206,"9,492","53,360","$168,825"
46,PR,Pavia Yauco Hospital,Yauco,73,"1,775","8,971","$32,708"
47,PR,Professional Hospital Guaynabo,Guaynabo,72,"1,771","7,977","$31,156"
48,PR,Ryder Memorial Hospital,Humacao,227,"3,079","18,586","$42,899"
49,PR,San Jorge Children's and Women's Hospital,San Juan,0,0,0,$0
50,PR,San Juan City Hospital,San Juan,158,"4,145","25,457","$43,900"
51,PR,The Puerto Rico Medical Services Administration,San Juan,66,"1,331","20,070","$248,075"
52,PR,University District Hospital,San Juan,196,"6,114","54,060","$64,142"
53,PR,"University of Puerto Rico Hospital, Dr. Federico Trilla",Carolina,204,"8,045","49,126","$114,655"
54,PR,VA Caribbean Healthcare System,San Juan,0,0,0,$0
55,PR,Wilma N. Vazquez Medical Center,Vega Baja,120,"2,005","14,825","$83,269"
0,RI,Kent Hospital,Warwick,343,"12,028","56,833","$1,025,735"
1,RI,Landmark Medical Center,Woonsocket,141,"5,619","25,172","$671,386"
2,RI,Newport Hospital,Newport,109,"4,001","17,071","$365,236"
3,RI,Our Lady of Fatima Hospital,North Providence,312,"3,404","15,666","$552,241"
4,RI,Providence VA Medical Center,Providence,0,0,0,$0
5,RI,Rhode Island Hospital,Providence,704,"29,131","181,306","$4,031,298"
6,RI,Roger Williams Medical Center,Providence,160,"5,986","28,240","$597,794"
7,RI,South County Health,Wakefield,79,"5,600","20,784","$654,637"
8,RI,The Miriam Hospital,Providence,246,"15,516","68,760","$1,610,025"
9,RI,The Westerly Hospital,Westerly,95,"2,998","14,245","$411,416"
10,RI,Women & Infants Hospital,Providence,247,"10,622","67,698","$952,234"
0,SC,Aiken Regional Medical Centers,Aiken,273,"10,243","43,042","$1,330,932"
1,SC,AnMed Health Cannon,Pickens,42,764,"2,540","$106,513"
2,SC,AnMed Health Medical Center,Anderson,394,"17,451","86,399","$2,648,519"
3,SC,Beaufort Memorial Hospital,Beaufort,195,"7,876","32,957","$979,968"
4,SC,Bon Secours Saint Francis Hospital,Charleston,175,"8,457","40,055","$976,373"
5,SC,Carolina Pines Regional Medical Center,Hartsville,112,"3,350","13,494","$649,665"
6,SC,Cherokee Medical Center,Gaffney,31,"1,211","5,026","$236,246"
7,SC,Chester Medical Center,Chester,99,744,"2,926","$204,878"
8,SC,Coastal Carolina Hospital,Hardeeville,41,"3,276","10,173","$639,344"
9,SC,Colleton Medical Center,Walterboro,135,"3,223","14,362","$463,552"
10,SC,Columbia VA Health Care System,Columbia,0,0,0,$0
11,SC,Conway Medical Center,Conway,183,"7,220","36,237","$980,185"
12,SC,East Cooper Medical Center,Mount Pleasant,130,"5,038","17,438","$871,540"
13,SC,Grand Strand Regional Medical Center,Myrtle Beach,377,"19,957","106,958","$4,446,350"
14,SC,Hampton Regional Medical Center,Varnville,32,559,"2,641","$72,590"
15,SC,Hilton Head Regional Medical Center,Hilton Head,109,"6,288","24,924","$877,827"
16,SC,Lexington Medical Center,West Columbia,541,"27,130","156,301","$5,448,768"
17,SC,McLeod Behavioral Health Center in Darlington,Darlington,59,71,186,"$29,738"
18,SC,McLeod Health Cheraw,Cheraw,46,"1,687","8,288","$256,319"
19,SC,McLeod Health Clarendon,Manning,49,"1,511","7,959","$259,997"
20,SC,McLeod Health Dillon,Dillon,72,"2,024","9,157","$279,272"
21,SC,McLeod Health Seacoast,Little River,0,0,0,$0
22,SC,McLeod Loris,Loris,155,"7,964","42,356","$1,244,546"
23,SC,McLeod Regional Medical Center,Florence,547,"23,098","145,025","$3,706,924"
24,SC,MUSC Health - Lancaster Medical Center,Lancaster,97,"3,421","20,695","$1,091,606"
25,SC,MUSC Health - Orangeburg,Orangeburg,286,"6,033","35,249","$766,258"
26,SC,MUSC Health Ashley River Tower,Charleston,0,0,0,$0
27,SC,MUSC Health Black River Medical Center,Cades,0,0,0,$0
28,SC,MUSC Health Columbia Medical Center Downtown,Columbia,332,"6,867","18,676","$848,793"
29,SC,MUSC Health Columbia Medical Center Northeast,Columbia,0,0,0,$0
30,SC,MUSC Health Florence Medical Center,Florence,216,"8,668","54,118","$2,229,639"
31,SC,MUSC Health Kershaw Medical Center,Camden,119,"3,393","14,595","$419,090"
32,SC,MUSC Health Marion Medical Center,Mullins,36,"1,541","8,999","$265,786"
33,SC,MUSC Health Shawn Jenkins Children's Hospital,Charleston,0,0,0,$0
34,SC,MUSC Health University Hospital,Charleston,820,"32,949","224,454","$6,893,717"
35,SC,Naval Hospital Beaufort,Beaufort,0,0,0,$0
36,SC,Newberry County Memorial Hospital,Newberry,48,"1,626","7,017","$174,297"
37,SC,Pelham Medical Center,Greer,48,"2,888","13,378","$417,541"
38,SC,Piedmont Medical Center,Rock Hill,300,"12,394","69,879","$2,268,818"
39,SC,Piedmont Medical Center - Fort Mill,Fort Mill,0,0,0,$0
40,SC,Prisma Health Baptist Easley Hospital,Easley,64,"4,269","22,908","$497,666"
41,SC,Prisma Health Baptist Hospital,Columbia,275,"10,971","52,312","$989,643"
42,SC,Prisma Health Baptist Parkridge Hospital,Columbia,78,"4,605","18,519","$685,847"
43,SC,Prisma Health Greenville Memorial Hospital,Greenville,812,"36,094","231,987","$5,486,829"
44,SC,Prisma Health Greer Memorial Hospital,Greer,66,"5,203","22,291","$610,745"
45,SC,Prisma Health Heart Hospital,Columbia,0,0,0,$0
46,SC,Prisma Health Hillcrest Hospital,Simpsonville,43,"2,917","9,674","$466,564"
47,SC,Prisma Health Laurens County Hospital,Clinton,41,"3,172","12,609","$339,985"
48,SC,Prisma Health Oconee Memorial Hospital,Seneca,251,"6,840","32,094","$785,079"
49,SC,Prisma Health Patewood Hospital,Greenville,64,"3,272","10,815","$695,793"
50,SC,Prisma Health Richland Hospital,Columbia,626,"24,062","170,263","$3,526,202"
51,SC,Prisma Health Tuomey Hospital,Sumter,206,"7,408","38,120","$764,682"
52,SC,Ralph H. Johnson VA Medical Center,Charleston,0,0,0,$0
53,SC,Roper Hospital,Charleston,332,"10,127","58,809","$1,392,757"
54,SC,Roper Rehabilitation Hospital,Charleston,0,0,0,$0
55,SC,Roper St. Francis Berkeley Hospital,Summerville,46,"4,205","12,650","$399,627"
56,SC,Roper St. Francis Mount Pleasant Hospital,Mount Pleasant,84,"2,357","11,547","$354,384"
57,SC,Saint Francis Downtown,Greenville,349,"16,714","85,458","$3,453,783"
58,SC,Saint Francis Eastside,Greenville,0,0,0,$0
59,SC,Self Regional Healthcare,Greenwood,322,"10,243","56,969","$1,250,480"
60,SC,Spartanburg Medical Center,Spartanburg,701,"34,537","195,236","$4,084,178"
61,SC,Spartanburg Medical Center - Mary Black Campus,Spartanburg,145,"5,927","20,678","$790,835"
62,SC,Summerville Medical Center,Summerville,0,0,0,$0
63,SC,Tidelands Georgetown Memorial Hospital,Georgetown,68,"3,498","18,513","$616,688"
64,SC,Tidelands Waccamaw Community Hospital,Murrells Inlet,124,"6,978","32,803","$696,964"
65,SC,Trident Medical Center,Charleston,419,"22,418","117,157","$5,332,445"
66,SC,Union Medical Center,Union,15,522,"1,880","$101,145"
0,SD,Avera Dakota Plains Surgery Center,Aberdeen,15,290,770,"$29,256"
1,SD,Avera Fox Run Health Campus,Yankton,10,89,206,"$17,836"
2,SD,Avera Heart Hospital,Sioux Falls,53,"2,456","8,617","$533,341"
3,SD,Avera McKennan Hospital & University Health Center,Sioux Falls,679,"25,515","133,754","$3,707,015"
4,SD,Avera Queen of Peace Hospital,Mitchell,134,"1,633","6,114","$312,590"
5,SD,Avera Sacred Heart Hospital,Yankton,262,"2,813","10,453","$349,664"
6,SD,Avera Saint Luke's Hospital,Aberdeen,197,"2,601","12,093","$601,529"
7,SD,Avera Saint Mary's Hospital,Pierre,130,"1,616","5,581","$333,446"
8,SD,Black Hills Surgical Hospital,Rapid City,26,"1,740","3,896","$221,625"
9,SD,Brookings Hospital,Brookings,128,"1,159","3,933","$151,206"
10,SD,Dunes Surgery Hospital,Dakota Dunes,38,917,"1,989","$342,518"
11,SD,Fort Meade VA Medical Center,Fort Meade,0,0,0,$0
12,SD,Hot Springs VA Medical Center,Hot Springs,0,0,0,$0
13,SD,Monument Health Rapid City Hospital,Rapid City,401,"18,445","103,711","$2,410,891"
14,SD,Monument Health Spearfish Hospital,Spearfish,27,"1,476","4,589","$304,849"
15,SD,Pine Ridge Hospital,Pine Ridge,45,"1,416","4,975",$0
16,SD,Prairie Lakes Hospital,Watertown,81,"2,496","9,110","$280,938"
17,SD,Rosebud Hospital,Rosebud,35,494,"1,706",$0
18,SD,Royal C. Johnson Veterans' Memorial Hospital,Sioux Falls,0,0,0,$0
19,SD,Same Day Surgery Center,Rapid City,6,139,268,"$45,558"
20,SD,Sanford Aberdeen Medical Center,Aberdeen,48,"1,677","4,231","$168,456"
21,SD,Sanford USD Medical Center,Sioux Falls,473,"26,473","117,945","$4,184,839"
22,SD,Sioux Falls Specialty Hospital,Sioux Falls,33,"1,305","1,921","$425,572"
0,TN,CHI Memorial Hospital Chattanooga,Chattanooga,423,"18,078","94,293","$2,576,041"
1,TN,Ascension Saint Thomas DeKalb,Smithville,18,447,"1,723","$65,876"
2,TN,Ascension Saint Thomas Highlands Hospital,Sparta,26,391,"1,173","$125,175"
3,TN,Ascension Saint Thomas Midtown Hospital,Nashville,396,"19,917","98,801","$1,860,334"
4,TN,Ascension Saint Thomas River Park,McMinnville,81,"2,140","7,784","$328,048"
5,TN,Ascension Saint Thomas Rutherford Hospital,Murfreesboro,317,"20,848","116,716","$1,930,028"
6,TN,Ascension Saint Thomas Stones River,Woodbury,43,455,"2,161","$37,976"
7,TN,Ascension Saint Thomas West,Nashville,708,"37,655","216,758","$4,987,466"
8,TN,Baptist Collierville,Collierville,81,"2,501","11,190","$109,860"
9,TN,Baptist Memorial Hospital - Caroll County,Huntingdon,58,"1,009","3,424","$113,636"
10,TN,Baptist Memorial Hospital - Memphis,Memphis,848,"32,992","229,079","$3,839,124"
11,TN,Baptist Memorial Hospital - Tipton,Covington,48,"1,256","3,691","$718,694"
12,TN,Baptist Memorial Hospital - Union City,Union City,43,"2,220","8,791","$256,655"
13,TN,Baptist Memorial Hospital for Women,Memphis,140,"12,250","36,273","$128,972"
14,TN,Blount Memorial Hospital,Maryville,253,"8,747","43,962","$1,299,771"
15,TN,Bristol Regional Medical Center,Bristol,269,"13,130","69,123","$1,297,472"
16,TN,CHI Memorial Hospital Hixson,Hixson,78,"2,940","11,445","$68,716"
17,TN,Claiborne Medical Center,Tazewell,121,"1,309","5,734","$95,470"
18,TN,Cookeville Regional Medical Center,Cookeville,232,"13,384","69,548","$1,061,542"
19,TN,Cumberland Medical Center,Crossville,59,"4,265","22,475","$270,307"
20,TN,Delta Specialty Hospital,Memphis,164,0,0,"$69,670"
21,TN,Erlanger Baroness Hospital,Chattanooga,691,"31,994","160,569","$3,748,503"
22,TN,Erlanger East Hospital,Chattanooga,0,0,0,$0
23,TN,Erlanger North Hospital,Chattanooga,0,0,0,$0
24,TN,Fort Loudoun Medical Center,Lenoir City,30,"2,297","9,944","$128,692"
25,TN,Fort Sanders Regional Medical Center,Knoxville,345,"17,422","91,212","$1,159,705"
26,TN,Franklin Woods Community Hospital,Johnson City,80,"6,219","25,031","$564,467"
27,TN,Greeneville Community Hospital,Greeneville,178,"4,331","20,785","$559,190"
28,TN,Hardin Medical Center,Savannah,122,"1,196","4,967","$196,447"
29,TN,Hawkins County Memorial Hospital,Rogersville,6,312,855,"$71,797"
30,TN,Henderson County Community Hospital,Lexington,36,871,"3,140","$124,253"
31,TN,Henry County Medical Center,Paris,55,"2,283","13,897","$287,520"
32,TN,HH Lincoln Health,Fayetteville,47,"1,070","4,094","$99,430"
33,TN,Holston Valley Medical Center,Kingsport,321,"14,576","88,742","$1,736,601"
34,TN,Indian Path Community Hospital,Kingsport,105,"2,363","8,562","$804,996"
35,TN,James H. Quillen VA Medical Center,Mountain Home,0,0,0,$0
36,TN,Jefferson Memorial Hospital,Jefferson City,58,"2,268","8,912","$443,770"
37,TN,Johnson City Medical Center,Johnson City,537,"23,271","139,848","$2,903,719"
38,TN,LaFollette Medical Center,LaFollette,79,"1,615","9,803","$288,940"
39,TN,LeConte Medical Center,Sevierville,89,"4,739","21,096","$465,601"
40,TN,Livingston Regional Hospital,Livingston,114,"1,269","5,485",$0
41,TN,"Lt. Col. Luke Weathers, Jr. VA Medical Center",Memphis,0,0,0,$0
42,TN,Maury Regional Medical Center,Columbia,255,"12,584","51,693",$0
43,TN,Methodist Le Bonheur Germantown Hospital,Germantown,0,0,0,$0
44,TN,Methodist Medical Center of Oak Ridge,Oak Ridge,200,"8,694","45,078","$526,746"
45,TN,Methodist North Hospital,Memphis,0,0,0,$0
46,TN,Methodist South Hospital,Memphis,0,0,0,$0
47,TN,Methodist University Hospital,Memphis,"1,329","52,176","285,139","$6,400,910"
48,TN,Morristown-Hamblen Hospital,Morristown,114,"6,734","31,323","$448,535"
49,TN,Nashville General Hospital at Meharry,Nashville,114,"2,311","11,159","$264,178"
50,TN,Nashville VA Medical Center,Nashville,0,0,0,$0
51,TN,Newport Medical Center,Newport,88,"2,222","10,425","$328,310"
52,TN,North Knoxville Medical Center,Powell,219,"13,391","69,959","$2,461,541"
53,TN,Parkridge East Hospital,Chattanooga,0,0,0,$0
54,TN,Parkridge Medical Center,Chattanooga,458,"19,375","115,279","$2,633,743"
55,TN,Parkwest Medical Center,Knoxville,364,"19,026","101,071","$1,270,611"
56,TN,Regional One Medical Center,Memphis,328,"13,144","45,557","$1,946,184"
57,TN,Roane Medical Center,Harriman,52,"3,107","12,838","$146,022"
58,TN,Saint Francis Hospital - Bartlett,Bartlett,196,"7,179","36,199","$1,259,319"
59,TN,Saint Francis Hospital-Memphis,Memphis,408,"11,161","61,691","$2,078,387"
60,TN,Saint Thomas Hospital for Specialty Surgery,Nashville,23,"1,315","2,280","$226,072"
61,TN,Southern Tennessee - Lawrenceburg,Lawrenceburg,99,"1,417","6,509","$272,714"
62,TN,Southern Tennessee - Winchester,Winchester,198,"2,566","11,583","$568,374"
63,TN,Southern Tennessee Regional Health Care Pulaski,Pulaski,95,"1,473","6,625","$189,222"
64,TN,Southern Tennessee Regional Health System Sewanee,Sewanee,0,0,0,$0
65,TN,Starr Regional - Athens,Athens,278,"1,867","9,058","$549,986"
66,TN,Sumner Regional Medical Center,Gallatin,167,"5,422","28,265","$964,685"
67,TN,Sweetwater Hospital Association,Sweetwater,55,"1,986","13,042","$249,819"
68,TN,Sycamore Shoals Hospital,Elizabethton,121,"3,427","15,083","$327,851"
69,TN,Tennova Healthcare - Cleveland,Cleveland,177,"8,856","46,287","$1,611,066"
70,TN,Tennova Healthcare Clarksville,Clarksville,261,"10,656","44,742","$1,573,269"
71,TN,TriStar Centennial Medical Center,Nashville,683,"28,214","160,209","$6,597,905"
72,TN,TriStar Hendersonville Medical Center,Hendersonville,129,"8,004","34,581","$1,544,699"
73,TN,TriStar Horizon Medical Center,Dickson,109,"5,712","27,182","$966,958"
74,TN,Tristar NorthCrest Medical Center,Springfield,109,"2,894","12,849","$294,052"
75,TN,TriStar Skyline Madison Campus,Madison,230,"4,149","19,412","$71,062"
76,TN,TriStar Skyline Medical Center,Nashville,407,"17,150","96,388","$2,812,218"
77,TN,TriStar Southern Hills Medical Center,Nashville,122,"5,228","23,278","$983,322"
78,TN,TriStar StoneCrest Medical Center,Smyrna,115,"6,390","26,190","$1,011,536"
79,TN,TriStar Summit,Hermitage,208,"12,484","58,527","$2,083,683"
80,TN,TrustPoint Hospital,Murfreesboro,217,0,0,"$151,488"
81,TN,Turkey Creek Medical Center,Knoxville,107,"5,475","22,660","$305,217"
82,TN,Unicoi County Hospital,Erwin,10,372,"1,274","$63,715"
83,TN,Unity Medical Center,Manchester,49,863,"4,258","$102,238"
84,TN,University of Tennessee Medical Center,Knoxville,698,"30,969","190,574","$3,837,995"
85,TN,Vanderbilt Bedford Hospital,Shelbyville,49,"1,017","3,780","$236,253"
86,TN,Vanderbilt Tullahoma-Harton Hospital,Tullahoma,86,"3,617","15,626","$439,061"
87,TN,Vanderbilt University Medical Center,Nashville,"1,162","59,771","374,374","$16,875,032"
88,TN,Vanderbilt Wilson County Hospital,Lebanon,158,"4,835","24,780","$736,253"
89,TN,Wayne Medical Center,Waynesboro,25,364,"1,299","$49,386"
90,TN,West Tennessee Healthcare Dyersburg Hospital,Dyersburg,109,"2,890","14,933","$198,686"
