,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue,Longitude,Latitude,Full_Address,fips_code,county_name
3455,TX,MidCoast Medical Center Bellville,Bellville,23,93,377,50638,-96.26024780000002,29.9531658,"44 N Cummings St, Bellville, TX 77418, USA",48015,Austin County
3456,TX,Midland Memorial Hospital,Midland,226,11486,57917,1280777,-102.099146,31.9972471,"Midland Memorial Hospital, Midland, TX 79701, USA",48329,Midland County
3457,TX,Mission Regional Medical Center,Mission,297,7784,40903,974486,-98.31432749999999,26.1964064,"900 S Bryan Rd, Mission, TX 78572, USA",48215,Hidalgo County
3458,TX,Mission Trail Baptist Hospital,San Antonio,0,0,0,0,-98.4377746,29.344963,"3333 Research Plaza, San Antonio, TX 78235, USA",48029,Bexar County
3459,TX,Nacogdoches Medical Center,Nacogdoches,155,5736,22267,1089733,-94.65550290000002,31.6529649,"4920 NE Stallings Dr, Nacogdoches, TX 75965, USA",48347,Nacogdoches County
3460,TX,Nacogdoches Memorial Hospital,Nacogdoches,140,3347,18686,295735,-94.64886369999999,31.6127928,"1204 N Mound St, Nacogdoches, TX 75961, USA",48347,Nacogdoches County
3461,TX,Navarro Regional Hospital,Corsicana,49,2097,10733,473871,-96.5034767,32.0836254,"3201 E State Hwy 22, Corsicana, TX 75110, USA",48349,Navarro County
3462,TX,New Braunfels ER & Hospital,New Braunfels,0,0,0,0,-98.15620159999999,29.6744307,"3221 Commercial Cir, New Braunfels, TX 78132, USA",48091,Comal County
3463,TX,Nocona General Hospital,Nocona,18,423,1876,25788,-97.7326325,33.7778722,"100 Park Rd, Nocona, TX 76255, USA",48337,Montague County
3464,TX,North Central Baptist Hospital,San Antonio,0,0,0,0,-98.4912421,29.6200853,"520 Madison Oak Dr, San Antonio, TX 78258, USA",48029,Bexar County
3465,TX,North Central Surgical Center Hospital,Dallas,24,1488,3380,294483,-96.7712007,32.8749116,"9301 N Central Expy # 100, Dallas, TX 75231, USA",48113,Dallas County
3466,TX,North Texas Medical Center,Gainesville,35,1392,7004,144686,-97.16269369999999,33.6462889,"1900 Hospital Boulevard, Gainesville, TX 76240, USA",48097,Cooke County
3467,TX,Northeast Baptist Hospital,San Antonio,0,0,0,0,-98.42911099999999,29.5197644,"8811 Village Dr, San Antonio, TX 78217, USA",48029,Bexar County
3468,TX,Northwest Hills Surgical Hospital,Austin,8,367,577,135037,-97.75179450000002,30.3503838,"6818 Austin Center Blvd, Austin, TX 78731, USA",48453,Travis County
3469,TX,Northwest Surgical Hospital,Amarillo,4,175,248,32490,-101.9368722,35.1736841,"3501 Soncy Rd, Amarillo, TX 79119, USA",48381,Randall County
3470,TX,Northwest Texas Healthcare System,Amarillo,444,13907,77223,2568474,-101.8312969,35.2219971,"Amarillo, TX, USA",48375,Potter County
3471,TX,OakBend Medical Center,Richmond,218,3294,19241,654683,-95.7136846,29.5551821,"22003 Southwest Fwy, Richmond, TX 77469, USA",48157,Fort Bend County
3472,TX,Odessa Regional Medical Center,Odessa,208,5633,29274,870279,-102.36627,31.85114,"520 E 6th St, Odessa, TX 79761, USA",48135,Ector County
3473,TX,Palestine Regional Medical Center,Palestine,156,3153,23081,0,-95.62747870000001,31.7326923,"2900 TX-256 Loop, Palestine, TX 75801, USA",48001,Anderson County
3474,TX,Palo Pinto General Hospital,Mineral Wells,48,1939,8456,155867,-98.1449457,32.7991108,"400 SW 25th Ave, Mineral Wells, TX 76067, USA",48363,Palo Pinto County
3475,TX,Pampa Regional Medical Center,Pampa,110,1218,4662,180718,-100.9644027,35.5724919,"1 Medical Plaza, Pampa, TX 79065, USA",48179,Gray County
3476,TX,Panhandle Surgical Hospital,Amarillo,0,0,0,0,-101.9183857,35.2068848,"7100 SW 9th Ave, Amarillo, TX 79106, USA",48375,Potter County
3477,TX,Paris Regional Health,Paris,152,6195,24151,602459,-95.54778309999999,33.6877273,"865 Deshong Dr, Paris, TX 75460, USA",48277,Lamar County
3478,TX,Parkland Hospital,Dallas,850,42444,226898,7794357,-96.8350102,32.8121579,"5200 Harry Hines Blvd, Dallas, TX 75235, USA",48113,Dallas County
3479,TX,Parkview Regional Hospital,Mexia,49,343,1400,94010,-96.480617,31.6749583,"600 S Bonham St, Mexia, TX 76667, USA",48293,Limestone County
3480,TX,Patients Emergency Room & Hospital,Baytown,0,0,0,0,-94.90281569999999,29.8221071,"10133 I-10, Baytown, TX 77521, USA",48071,Chambers County
3481,TX,Permian Regional Medical Center,Andrews,35,759,1232,78512,-102.546466,32.337684,"720 Hospital Dr, Andrews, TX 79714, USA",48003,Andrews County
3482,TX,Peterson Regional Medical Center,Kerrville,110,4712,18063,674308,-99.1524479,30.043832,"551 Hill Country Dr, Kerrville, TX 78028, USA",48265,Kerr County
3483,TX,Premier ER Plus-Temple,Temple,0,0,0,0,-97.4166336,31.1180896,"7010 W Adams Ave, Temple, TX 76502, USA",48027,Bell County
3484,TX,Quail Creek Surgical Hospital,Amarillo,40,926,1979,346977,-101.9127744,35.2105177,"6819 Plum Creek Dr, Amarillo, TX 79106, USA",48375,Potter County
3485,TX,Red River ER & Hospital,Sherman,0,0,0,0,-96.61395569999999,33.6567004,"2022 N Hwy 75, Sherman, TX 75090, USA",48181,Grayson County
3486,TX,Resolute Baptist Hospital,New Braunfels,128,5352,24150,865744,-98.07046129999999,29.7213951,"555 Creekside Crossing, New Braunfels, TX 78130, USA",48091,Comal County
3487,TX,Reunion Rehabilitation Hospital Plano,Plano,0,0,0,0,-96.75764919999999,33.0023435,"3600 Mapleshade Ln, Plano, TX 75075, USA",48085,Collin County
3488,TX,Rio Grande Regional Hospital,McAllen,295,13867,61978,2826959,-98.23001239999999,26.2034071,"McAllen, TX, USA",48215,Hidalgo County
3489,TX,River Oaks Hospital,Houston,0,0,0,0,-95.4449865,29.7309226,"4200 Twelve Oaks Pl, Houston, TX 77027, USA",48201,Harris County
3490,TX,Rolling Plains Memorial Hospital,Sweetwater,39,859,4055,76032,-100.3970707,32.4532964,"200 E Arizona Ave, Sweetwater, TX 79556, USA",48353,Nolan County
3491,TX,Saint David's Georgetown Hospital,Georgetown,96,4471,11943,137386,-97.688558,30.6259898,"2000 Scenic Dr, Georgetown, TX 78626, USA",48491,Williamson County
3492,TX,Saint David's North Austin Medical Center,Austin,436,25901,130338,3671813,-97.7064293,30.4116129,"12221 N Mopac Expy, Austin, TX 78758, USA",48453,Travis County
3493,TX,Saint David's Round Rock Medical Center,Round Rock,171,10531,52651,2071632,-97.7140142,30.51049119999999,"2400 Round Rock Ave, Round Rock, TX 78681, USA",48491,Williamson County
3494,TX,Saint David's South Austin Medical Center,Austin,368,19315,104204,3473244,-97.7745692,30.2260391,"901 W Ben White Blvd, Austin, TX 78704, USA",48453,Travis County
3495,TX,Saint Joseph Medical Center,Houston,280,10701,56924,1353043,-95.3660561,29.748276,"1401 St Joseph Pkwy, Houston, TX 77002, USA",48201,Harris County
3496,TX,Saint Mark's Medical Center,La Grange,38,887,3705,80204,-96.87633819999999,29.9353227,"1 Saint Marks Pl #110, La Grange, TX 78945, USA",48149,Fayette County
3497,TX,Saint Michael's Elite Hospital,Sugar Land,0,0,0,0,-95.6225521,29.5984434,"Sugar Land, TX, USA",48157,Fort Bend County
3498,TX,Scenic Mountain Medical Center,Big Spring,95,1630,6084,204501,-101.491509,32.236606,"1601 W 11th Pl, Big Spring, TX 79720, USA",48227,Howard County
3499,TX,SE Texas ER and Hospital Humble,Humble,54,76,544,60537,-95.27619849999999,29.99871,"19211 McKay Dr, Humble, TX 77338, USA",48201,Harris County
3500,TX,Seton Medical Center Harker Heights,Harker Heights,65,3766,13663,467845,-97.6826796,31.0726748,"850 W Central Texas Expy, Harker Heights, TX 76548, USA",48027,Bell County
3501,TX,Seymour Hospital,Seymour,27,245,2966,22278,-99.24861489999999,33.5901644,"200 N Stadium Dr, Seymour, TX 76380, USA",48023,Baylor County
3502,TX,Shannon Medical Center,San Angelo,440,16401,83031,2367190,-100.4345816,31.4653096,"120 E Harris Ave, San Angelo, TX 76903, USA",48451,Tom Green County
3503,TX,Shannon South,San Angelo,131,3233,13772,738876,-100.4699973,31.4177013,"3501 Knickerbocker Rd, San Angelo, TX 76904, USA",48451,Tom Green County
3504,TX,South Texas Health System Edinburg,Edinburg,838,28680,155039,7097095,-98.18259400000001,26.2613335,"1102 W Trenton Rd, Edinburg, TX 78539, USA",48215,Hidalgo County
3505,TX,South Texas Health System McAllen,McAllen,542,23215,119662,1107290,-98.2256802,26.186761,"301 W Expy 83, McAllen, TX 78503, USA",48215,Hidalgo County
3506,TX,South Texas Spine & Surgical Hospital,San Antonio,30,1516,3275,169926,-98.47759549999999,29.6135696,"18600 Hardy Oak Blvd, San Antonio, TX 78258, USA",48029,Bexar County
3507,TX,South Texas Surgical Hospital,Corpus Christi,33,688,1284,176277,-97.3755838,27.6860798,"6130 Parkway Dr, Corpus Christi, TX 78414, USA",48355,Nueces County
3508,TX,Spring Hospital,Spring,56,152,438,351668,-95.5118749,30.0711303,"20635 Kuykendahl Rd, Spring, TX 77379, USA",48201,Harris County
3509,TX,St. David's Medical Center,Austin,606,29978,134504,5801227,-97.7260089,30.2898575,"919 E 32nd St, Austin, TX 78705, USA",48453,Travis County
3510,TX,St. Joseph Health College Station Hospital,College Station,114,1888,11142,482755,-96.289674,30.581328,"1604 Rock Prairie Rd, College Station, TX 77845, USA",48041,Brazos County
3511,TX,St. Luke's Baptist Hospital,San Antonio,0,0,0,0,-98.5750695,29.5124792,"7930 Floyd Curl Dr, San Antonio, TX 78229, USA",48029,Bexar County
3512,TX,St. Luke's Health - Baylor St. Luke's Medical Center,Houston,658,20903,147547,4759963,-95.4004595,29.7076745,"1101 Bates Ave, Houston, TX 77030, USA",48201,Harris County
3513,TX,St. Luke's Health - Brazosport Hospital,Lake Jackson,94,3605,14331,431371,-95.4527813,29.0295926,"100 Medical Dr, Lake Jackson, TX 77566, USA",48039,Brazoria County
3514,TX,St. Luke's Health - Memorial Hospital - Lufkin Texas,Lufkin,166,4166,24117,958704,-94.741738,31.3361997,"1201 W Frank Ave, Lufkin, TX 75904, USA",48005,Angelina County
3515,TX,St. Luke's Health -The Woodlands Hospital,The Woodlands,238,13164,61178,1578822,-95.4582873,30.205524,"17200 St Lukes Way, The Woodlands, TX 77384, USA",48339,Montgomery County
3516,TX,St. Luke's Health-Memorial Livingston,Livingston,52,1281,6080,335793,-94.93918099999999,30.730899,"1717 US-59 Loop N, Livingston, TX 77351, USA",48373,Polk County
3517,TX,Starr County Memorial Hospital,Rio Grande City,48,976,3864,68527,-98.85821299999999,26.376576,"128 FM 3167, Rio Grande City, TX 78582, USA",48427,Starr County
3518,TX,Stephens Memorial Hospital,Breckenridge,14,184,882,28254,-98.88705399999999,32.754039,"200 S Geneva St, Breckenridge, TX 76424, USA",48429,Stephens County
3519,TX,Surgery Specialty Hospitals of America,Pasadena,37,154,321,127234,-95.17760369999999,29.6592528,"4301 Vista Rd, Pasadena, TX 77504, USA",48201,Harris County
3520,TX,Texarkana Emergency Center & Hospital,Texarkana,0,0,0,0,-94.0758219,33.45818500000001,"4646 Cowhorn Creek Rd, Texarkana, TX 75503, USA",48037,Bowie County
3521,TX,Texas Center for Infectious Disease,San Antonio,50,67,9939,13865,-98.45726769999999,29.3536853,"2303 SE Military Dr, San Antonio, TX 78223, USA",48029,Bexar County
3522,TX,Texas Emergency Hospital,Cleveland,20,150,1266,852323,-95.0854808,30.3417795,"300 E Crockett St, Cleveland, TX 77327, USA",48291,Liberty County
3523,TX,Texas Health Alliance,Fort Worth,151,8066,29120,587512,-97.3096379,32.9307818,"10840 Texas Health Trail suite 130, Fort Worth, TX 76244, USA",48439,Tarrant County
3524,TX,Texas Health Arlington Memorial Hospital,Arlington,227,12277,65626,1154542,-97.1157765,32.7489891,"800 W Randol Mill Rd, Arlington, TX 76012, USA",48439,Tarrant County
3525,TX,Texas Health Azle,Azle,31,1607,5848,207165,-97.5458565,32.8951262,"Azle, TX 76020, USA",48439,Tarrant County
3526,TX,Texas Health Center for Diagnostics & Surgery,Plano,18,465,803,206161,-96.8319409,33.0441466,"6020 Parker Rd, Plano, TX 75093, USA",48085,Collin County
3527,TX,Texas Health Cleburne,Cleburne,75,3158,13868,335441,-97.38668369999999,32.3476438,"Cleburne, TX, USA",48251,Johnson County
3528,TX,Texas Health Dallas,Dallas,610,25213,140500,2398545,-96.7640943,32.881519,"8160 Walnut Hill Ln Suite 111, Dallas, TX 75231, USA",48113,Dallas County
3529,TX,Texas Health Denton,Denton,196,11547,54336,971912,-97.13306829999999,33.2148412,"Denton, TX, USA",48121,Denton County
3530,TX,Texas Health Flower Mound,Flower Mound,99,5593,20238,565478,-97.0969552,33.0145673,"Flower Mound, TX, USA",48121,Denton County
3531,TX,Texas Health Fort Worth,Fort Worth,653,39608,230988,3832676,-97.3389148,32.7358137,"1301 Pennsylvania Ave, Fort Worth, TX 76104, USA",48439,Tarrant County
3532,TX,Texas Health Frisco,Frisco,61,4161,15961,399124,-96.83736689999999,33.1812187,"12400 Dallas Pkwy, Frisco, TX 75033, USA",48085,Collin County
3533,TX,Texas Health Harris Methodist Hospital Southlake,Southlake,17,397,635,184445,-97.12812869999999,32.9395716,"1545 E Southlake Blvd, Southlake, TX 76092, USA",48439,Tarrant County
3534,TX,Texas Health Heart & Vascular Hospital Arlington,Arlington,47,995,4558,195265,-97.1148551,32.7477523,"811 Wright St, Arlington, TX 76012, USA",48439,Tarrant County
3535,TX,Texas Health HEB,Bedford,241,12103,53695,1094505,-97.12333629999999,32.8348411,"1600 Hospital Pkwy, Bedford, TX 76022, USA",48439,Tarrant County
3536,TX,Texas Health Huguley Hospital Fort Worth South,Burleson,213,11636,54991,1256904,-97.3168944,32.586731,"11801 South Fwy, Burleson, TX 76028, USA",48439,Tarrant County
3537,TX,Texas Health Kaufman,Kaufman,42,1260,4363,181684,-96.3183011,32.5921872,"850 Ed Hall Dr, Kaufman, TX 75142, USA",48257,Kaufman County
3538,TX,Texas Health Mansfield,Mansfield,59,1197,5351,139894,-97.099976,32.538015,"2300 Lone Star Rd, Mansfield, TX 76063, USA",48251,Johnson County
3539,TX,Texas Health Plano,Plano,350,20075,87981,1480231,-96.6988856,33.0198431,"Plano, TX, USA",48085,Collin County
3540,TX,Texas Health Presbyterian Hospital Allen,Allen,58,4038,13561,398230,-96.67345499999999,33.1160703,"1105 N Central Expy, Allen, TX 75013, USA",48085,Collin County
3541,TX,Texas Health Rockwell,Rockwall,53,3348,16483,477191,-96.4500618,32.9090739,"Rockwall, TX, USA",48397,Rockwall County
3542,TX,Texas Health Southwest Fort Worth,Fort Worth,244,14956,57353,1291317,-97.4195775,32.6568928,"Hospital Parking, 6100 Harris Pkwy, Fort Worth, TX 76132, USA",48439,Tarrant County
3543,TX,Texas Health Stephenville,Stephenville,47,1868,5110,209157,-98.2022633,32.2206958,"Stephenville, TX 76401, USA",48143,Erath County
3544,TX,Texas Institute for Surgery,Dallas,9,307,920,168444,-96.7621571,32.8770261,"7115 Greenville Ave, Dallas, TX 75231, USA",48113,Dallas County
3545,TX,Texas Orthopedic Hospital,Houston,49,3495,6677,1388260,-95.4091771,29.7003091,"7401 Main St, Houston, TX 77030, USA",48201,Harris County
3546,TX,Texas Surgical Hospital,Plano,0,0,0,0,-96.8534894,33.0316067,"2301 Marsh Ln, Plano, TX 75093, USA",48121,Denton County
3547,TX,Texoma Medical Center,Denison,414,20946,116247,2992492,-96.5845063,33.7097761,"5016 US-75, Denison, TX 75020, USA",48181,Grayson County
3548,TX,The Colony ER Hospital,The Colony,0,0,0,0,-96.88526499999999,33.0661959,"4780 State Hwy 121, The Colony, TX 75056, USA",48121,Denton County
3549,TX,The Hospital at Westlake Medical Center,West Lake Hills,23,890,1945,110058,-97.82525040000002,30.2958413,"5656 Bee Caves Rd, West Lake Hills, TX 78746, USA",48453,Travis County
3550,TX,The Hospitals of Providence - Sierra Campus,El Paso,306,6496,36367,2319104,-106.4808984,31.777699,"1625 Medical Center St Drive, El Paso, TX 79902, USA",48141,El Paso County
3551,TX,The Hospitals of Providence - Transmountain Campus,El Paso,108,5445,28284,1287254,-106.5650394,31.9044828,"2000 Woodrow Bean Transmountain Dr, El Paso, TX 79911, USA",48141,El Paso County
3552,TX,The Hospitals of Providence East Campus,El Paso,182,12672,66944,2649190,-106.2647866,31.7907533,"3280 Joe Battle Blvd, El Paso, TX 79938, USA",48141,El Paso County
3553,TX,The Hospitals of Providence Horizon City Campus,Horizon City,16,855,2802,522656,-106.2080198,31.6821958,"13600 Horizon Blvd, Horizon City, TX 79928, USA",48141,El Paso County
3554,TX,The Hospitals of Providence Memorial Campus,El Paso,421,11843,55561,2495742,-106.500356,31.7706545,"2001 N Oregon St, El Paso, TX 79902, USA",48141,El Paso County
3555,TX,The Medical Center of Southeast Texas,Port Arthur,216,6164,29222,1012839,-93.98909929999999,29.9354167,"2555 Jimmy Johnson Blvd, Port Arthur, TX 77640, USA",48245,Jefferson County
3556,TX,The Physicians Centre Hospital,Bryan,16,478,621,77490,-96.2975699,30.6502852,"3131 University Dr E, Bryan, TX 77802, USA",48041,Brazos County
3557,TX,The University of Texas M. D. Anderson Cancer Center,Houston,698,28736,209271,9808934,-95.39712109999999,29.7070421,"1515 Holcombe Blvd, Houston, TX 77030, USA",48201,Harris County
3558,TX,The Woman's Hospital of Texas,Houston,253,13936,97490,2417911,-95.4028173,29.69341469999999,"7600 Fannin St, Houston, TX 77054, USA",48201,Harris County
3559,TX,The Woodlands Specialty Hospital,The Woodlands,6,40,100,102386,-95.443152,30.1309102,"25440 Interstate 45 N, The Woodlands, TX 77386, USA",48339,Montgomery County
3560,TX,Thomas E. Creek VA Medical Center,Amarillo,0,0,0,0,-101.9061986,35.2043445,"6010 W Amarillo Blvd, Amarillo, TX 79106, USA",48375,Potter County
3561,TX,Titus Regional Medical Center,Mount Pleasant,70,2843,10385,320036,-94.9718685,33.175601,"2001 N Jefferson Ave, Mt Pleasant, TX 75455, USA",48449,Titus County
3562,TX,TOPS Surgical Specialty Hospital,Houston,15,486,1028,182089,-95.4439361,30.0186199,"17080 Red Oak Dr, Houston, TX 77090, USA",48201,Harris County
3563,TX,Townsen Memorial Hospital,Humble,5,138,316,312103,-95.2524887,30.00502849999999,"1475 Farm to Market 1960 Bypass Rd E, Humble, TX 77338, USA",48201,Harris County
3564,TX,Trinity Reginal Hospital Sachse,Sachse,0,0,0,0,-96.58071609999999,32.9519779,"4750 President George Bush Hwy, Sachse, TX 75048, USA",48113,Dallas County
3565,TX,Tyler County Hospital,Woodville,25,270,873,19009,-94.42919289999999,30.776128,"1100 W Bluff St, Woodville, TX 75979, USA",48457,Tyler County
3566,TX,United Memorial Medical Center,Houston,151,2329,7163,580093,-95.4082888,29.8477983,"510 W Tidwell Rd, Houston, TX 77091, USA",48201,Harris County
3567,TX,United Regional,Wichita Falls,244,13343,63964,1383600,-98.4933873,33.9137085,"Wichita Falls, TX, USA",48485,Wichita County
3568,TX,University Hospital,San Antonio,669,28946,191845,4298263,-98.4945922,29.4251905,"San Antonio, TX, USA",48029,Bexar County
3569,TX,University Medical Center,Lubbock,472,21082,124234,3416926,-101.8920554,33.5890904,"602 Indiana Ave, Lubbock, TX 79415, USA",48303,Lubbock County
3570,TX,University Medical Center of El Paso,El Paso,290,15969,94778,1920143,-106.4349506,31.7723474,"4815 Alameda Ave, El Paso, TX 79905, USA",48141,El Paso County
3571,TX,USMD Hospital at Arlington,Arlington,34,888,3393,217656,-97.11785739999999,32.6800385,"801 W Interstate 20, Arlington, TX 76017, USA",48439,Tarrant County
3572,TX,UT Health Athens,Athens,127,6180,22420,832145,-95.84583599999999,32.1698346,"2000 S Palestine St, Athens, TX 75751, USA",48213,Henderson County
3573,TX,UT Health Carthage,Carthage,42,608,2156,126954,-94.3465757,32.1662543,"409 Cottage Rd, Carthage, TX 75633, USA",48365,Panola County
3574,TX,UT Health Henderson,Henderson,41,1256,4784,292216,-94.79558589999999,32.1610006,"300 Wilson St, Henderson, TX 75652, USA",48401,Rusk County
3575,TX,UT Health Jacksonville,Jacksonville,38,1313,6799,247079,-95.27081700000001,31.9602405,"501 S Ragsdale St, Jacksonville, TX 75766, USA",48073,Cherokee County
3576,TX,UT Health North Campus Tyler,Tyler,130,2022,13842,575500,-95.21306109999999,32.4259175,"11937 US-271, Tyler, TX 75708, USA",48423,Smith County
3577,TX,UT Health Tyler,Tyler,359,19544,109652,3627611,-95.2906794,32.3384992,"1000 S Beckham Ave, Tyler, TX 75701, USA",48423,Smith County
3578,TX,UTMB Health - Galveston Campus,Galveston,810,37690,189918,4520900,-94.7772529,29.3107035,"301 8th St, Galveston, TX 77555, USA",48167,Galveston County
3579,TX,UTMB Health Clear Lake Campus Hospital,Webster,149,5328,20622,661799,-95.12596289999999,29.5447851,"200 Blossom St, Webster, TX 77598, USA",48201,Harris County
3580,TX,Val Verde Regional Medical Center,Del Rio,47,1961,6767,275966,-100.8926911,29.3751897,"801 N Bedell Ave, Del Rio, TX 78840, USA",48465,Val Verde County
3581,TX,Valley Baptist Micro Hospital Weslaco,Weslaco,0,0,0,0,-98.00033049999999,26.1720189,"1021 West I-2, Weslaco, TX 78596, USA",48215,Hidalgo County
3582,TX,Valley Regional Medical Center,Brownsville,187,9063,46010,1959298,-97.5144589,25.9781252,"100 E Alton Gloor Blvd, Brownsville, TX 78526, USA",48061,Cameron County
3583,TX,VBMC - Brownsville,Brownsville,240,10013,50629,2129953,-97.5105056,25.9178252,"1040 W Jefferson St, Brownsville, TX 78520, USA",48061,Cameron County
3584,TX,VBMC - Harlingen,Harlingen,389,17582,89533,4283695,-97.6701506,26.174352,"2101 Pease St, Harlingen, TX 78550, USA",48061,Cameron County
3585,TX,Wadley Regional Medical Center,Texarkana,185,6145,28126,582815,-94.046913,33.42893,"1000 Pine St, Texarkana, TX 75501, USA",48037,Bowie County
3586,TX,West Plano Emergency Room,Plano,0,0,0,0,-96.82814929999999,33.0285296,"2000 Dallas Pkwy, Plano, TX 75093, USA",48085,Collin County
3587,TX,White Rock Medical Center,Dallas,151,5401,25143,671061,-96.7051267,32.8345833,"9440 Poppy Dr, Dallas, TX 75218, USA",48113,Dallas County
3588,TX,WHS East Campus,Decatur,116,4767,19415,1386922,-97.5935176,33.2174316,"609 Medical Center Dr, Decatur, TX 76234, USA",48497,Wise County
3589,TX,Wilbarger General Hospital,Vernon,28,829,4117,69762,-99.3153303,34.1588537,"920 Hillcrest Dr, Vernon, TX 76384, USA",48487,Wilbarger County
3590,TX,William Beaumont Army Medical Center - Fort Bliss,Fort Bliss,0,0,0,0,-106.3243824,31.8325199,"18511 Highlander Medics St, Fort Bliss, TX 79918, USA",48141,El Paso County
3591,TX,William P. Clements Jr. University Hospital,Dallas,779,31549,204836,5683803,-96.84884439999999,32.8196808,"6201 Harry Hines Blvd, Dallas, TX 75390, USA",48113,Dallas County
3592,TX,Wilson N. Jones Regional Medical Center,Sherman,214,3839,21341,257133,-96.623713,33.6372175,"500 N Highland Ave, Sherman, TX 75092, USA",48181,Grayson County
3593,TX,Wise Health Surgical Hospital at Argyle,Argyle,0,0,0,0,-97.20512099999999,33.1320112,"7218 Crawford Rd, Argyle, TX 76226, USA",48121,Denton County
3594,TX,Wise Health Surgical Hospital at Parkway,Fort Worth,36,346,921,1386922,-97.3128734,32.8969274,"3200 N Tarrant Pkwy, Fort Worth, TX 76177, USA",48439,Tarrant County
3595,TX,Women's Memorial Hermann at Memorial Hermann Memorial City Medical Center,Houston,0,0,0,0,-95.5469103,29.780343,"921 Gessner Rd, Houston, TX 77024, USA",48201,Harris County
3596,TX,Woodland Heights Medical Center,Lufkin,145,6151,29548,1152680,-94.7541222,31.3287296,"505 S John Redditt Dr, Lufkin, TX 75904, USA",48005,Angelina County
3597,TX,Wylie ER 24/7 Emergency Room,Wylie,0,0,0,0,-96.5469408,33.0082601,"508 S State Hwy 78, Wylie, TX 75098, USA",48085,Collin County
3598,TX,Zale Lipshy Pavilion-William P. Clements Jr. University Hospital,Dallas,148,4809,25358,494592,-96.83689,32.8106928,"5151 Harry Hines Blvd, Dallas, TX 75390, USA",48113,Dallas County
3599,UT,Alta View Hospital,Sandy,57,3206,11269,333802,-111.8539588,40.5759389,"9660 S 1300 E, Sandy, UT 84094, USA",49035,Salt Lake County
3600,UT,American Fork Hospital,American Fork,78,5831,20792,484998,-111.7668891,40.3795696,"170 N 1100 E, American Fork, UT 84003, USA",49049,Utah County
3601,UT,Ashley Regional Medical Center,Vernal,39,1524,4122,189527,-109.5315939,40.4577584,"150 W 100 N, Vernal, UT 84078, USA",49047,Uintah County
3602,UT,Bear River Valley Hospital,Tremonton,14,435,1019,67917,-112.1823291,41.7242934,"905 N 1000 W, Tremonton, UT 84337, USA",49003,Box Elder County
3603,UT,Brigham City Community Hospital,Brigham City,40,842,2416,165283,-112.0256159,41.4910974,"950 Medical Dr, Brigham City, UT 84302, USA",49003,Box Elder County
3604,UT,Cache Valley Hospital,North Logan,28,567,1443,138278,-111.8212003,41.7756996,"2380 N 400 E, North Logan, UT 84341, USA",49005,Cache County
3605,UT,Castleview Hospital,Price,39,1678,4917,222692,-110.8334006,39.6052409,"300 Hospital Dr, Price, UT 84501, USA",49007,Carbon County
3606,UT,Cedar City Hospital,Cedar City,48,2322,7025,275119,-113.0662577,37.699744,"1303 N Main St, Cedar City, UT 84721, USA",49021,Iron County
3607,UT,George E. Wahlen Department of Veterans Affairs Medical Center,Salt Lake City,0,0,0,0,-111.8410558,40.7576916,"500 Foothill Dr, Salt Lake City, UT 84148, USA",49035,Salt Lake County
3608,UT,Holy Cross Hospital-Davis,Layton,200,5475,20275,605097,-111.9948858,41.0908691,"1600 W Antelope Dr, Layton, UT 84041, USA",49011,Davis County
3609,UT,Holy Cross Hospital-Jordan Valley,West Jordan,303,9206,39460,996970,-111.974699,40.5901957,"3580 W 9000 S, West Jordan, UT 84088, USA",49035,Salt Lake County
3610,UT,Holy Cross Hospital-Jordan Valley West,West Valley City,94,5198,14630,158278,-111.9909077,40.6977603,"3460 S 4155 W, West Valley City, UT 84120, USA",49035,Salt Lake County
3611,UT,Holy Cross Hospital-Mountain Point,Lehi,0,0,0,0,-111.8785077,40.4252844,"3000 Triumph Blvd, Lehi, UT 84043, USA",49049,Utah County
3612,UT,Holy Cross Hospital-Salt Lake,Salt Lake City,136,2174,8047,310536,-111.8613533,40.7679502,"1050 E S Temple St, Salt Lake City, UT 84102, USA",49035,Salt Lake County
3613,UT,Intermountain Layton Hospital,Layton,36,2530,8481,274012,-111.9686674,41.0523124,"201 W Layton Pkwy, Layton, UT 84041, USA",49011,Davis County
3614,UT,Intermountain Medical Center,Murray,510,25993,127381,3127126,-111.8918515,40.6594122,"5121 Cottonwood St, Murray, UT 84107, USA",49035,Salt Lake County
3615,UT,Intermountain St. George Regional Hospital,Saint George,284,16606,68933,1797166,-113.5539707,37.0968017,"1380 E Medical Center Dr, St. George, UT 84790, USA",49053,Washington County
3616,UT,Lakeview Hospital,Bountiful,92,2981,12126,553176,-111.8686276,40.8862349,"630 Medical Dr, Bountiful, UT 84010, USA",49011,Davis County
3617,UT,LDS Hospital,Salt Lake City,256,7367,34687,747166,-111.8794644,40.7789254,"8th Avenue, C St E, Salt Lake City, UT 84143, USA",49035,Salt Lake County
3618,UT,Logan Regional Hospital,Logan,132,6144,19247,556753,-111.8219948,41.7557336,"1400 N 500 E, Logan, UT 84341, USA",49005,Cache County
3619,UT,Lone Peak Hospital,Draper,59,2682,10145,442057,-111.8889613,40.5354904,"11925 State St, Draper, UT 84020, USA",49035,Salt Lake County
